profile_id,primary_sales_product_type,first_booking_time,first_issued_time,last_booking_time,last_issued_time,avg_booking_invoice_amount_idr,avg_issued_invoice_amount_idr,count_booking,count_issued
5385218,FLIGHT,1970-01-01 00:23:49.872637145,1970-01-01 00:23:55.680428675,1970-01-01 00:24:10.163614220,1970-01-01 00:24:10.163961409,1045846.875,1670801.6,16,5
48712328,HOTEL,1970-01-01 00:25:22.836751128,,1970-01-01 00:25:23.631554473,,361080.93333333335,,15,0
13137349,FLIGHT,1970-01-01 00:25:28.339159442,1970-01-01 00:25:28.340088313,1970-01-01 00:25:28.342340141,1970-01-01 00:25:28.341992843,1544865.4696,1212945.8696,4,2
38355552,TRAIN,1970-01-01 00:25:22.355335000,,1970-01-01 00:25:22.355335000,,149525.0,,1,0
10573609,FLIGHT,1970-01-01 00:24:27.828719998,,1970-01-01 00:24:27.828719998,,786348.7457280003,,1,0
5370877,TRAIN,1970-01-01 00:24:57.707391000,1970-01-01 00:24:57.707738000,1970-01-01 00:25:47.286280000,1970-01-01 00:25:47.285578000,689798.0666666667,852545.875,15,8
6297748,HOTEL,1970-01-01 00:24:21.588649675,1970-01-01 00:24:21.685229357,1970-01-01 00:25:39.522282129,1970-01-01 00:25:39.522457569,1271458.0,843329.2,7,5
78313545,HOTEL,1970-01-01 00:25:35.640020309,,1970-01-01 00:25:37.426686301,,633355.4145,,2,0
3344491,HOTEL,1970-01-01 00:24:51.978892007,1970-01-01 00:24:51.979265755,1970-01-01 00:25:18.701136607,1970-01-01 00:25:18.701988735,956583.0,956583.0,2,2
76822875,TRAIN,1970-01-01 00:25:34.913906000,,1970-01-01 00:25:34.914386000,,74709.0,,2,0
13801345,FLIGHT,1970-01-01 00:24:41.703648654,,1970-01-01 00:24:41.703648654,,1087904.0,,1,0
4495251,HOTEL,1970-01-01 00:23:39.314207617,,1970-01-01 00:23:39.346810601,,534870.4,,5,0
28986609,HOTEL,1970-01-01 00:25:14.165144982,1970-01-01 00:25:14.165353425,1970-01-01 00:25:34.421352741,1970-01-01 00:25:34.424278943,355855.75,378518.0,4,2
9461333,FLIGHT,1970-01-01 00:24:23.799828551,1970-01-01 00:24:32.441819743,1970-01-01 00:25:48.742681770,1970-01-01 00:25:48.415467013,1417240.399152482,1040830.4553876772,81,31
24037149,HOTEL,1970-01-01 00:25:10.393607976,,1970-01-01 00:25:10.393607976,,1132269.0,,1,0
13022183,FLIGHT,1970-01-01 00:24:50.702771883,1970-01-01 00:24:50.703190033,1970-01-01 00:25:33.996997314,1970-01-01 00:25:33.776780502,2952774.2659818185,3629696.506,11,5
4274336,TRAIN,1970-01-01 00:24:51.467731000,1970-01-01 00:24:51.467955000,1970-01-01 00:25:43.896224000,1970-01-01 00:25:43.897581000,656259.0,568712.0,7,3
16244824,FLIGHT,1970-01-01 00:24:50.024757558,,1970-01-01 00:24:50.024757558,,438836.0,,1,0
5709831,FLIGHT,1970-01-01 00:23:53.254538547,1970-01-01 00:23:53.254797691,1970-01-01 00:24:52.508284489,1970-01-01 00:24:52.508761408,580580.4347826088,590104.5238095238,23,21
10980350,FLIGHT,1970-01-01 00:24:29.437578217,1970-01-01 00:24:29.441408061,1970-01-01 00:25:44.769455629,1970-01-01 00:25:35.342448358,982921.7857142858,1010488.0,14,9
103950646,TRAIN,1970-01-01 00:25:48.989747000,1970-01-01 00:25:48.990384000,1970-01-01 00:25:48.989747000,1970-01-01 00:25:48.990384000,282151.0,282151.0,1,1
43669427,TRAIN,1970-01-01 00:25:29.491756000,1970-01-01 00:25:29.492001000,1970-01-01 00:25:29.492672000,1970-01-01 00:25:29.492903000,174528.0,174528.0,2,2
35289443,TRAIN,1970-01-01 00:25:33.905544000,1970-01-01 00:25:33.911486000,1970-01-01 00:25:44.924502000,1970-01-01 00:25:44.925686000,1696603.4285714286,1359695.0,7,3
57334989,FLIGHT,1970-01-01 00:25:26.437790061,,1970-01-01 00:25:27.642445742,,1334769.6799999997,,2,0
31139648,FLIGHT,1970-01-01 00:25:14.848056961,1970-01-01 00:25:15.152567790,1970-01-01 00:25:15.490631215,1970-01-01 00:25:15.494737949,3208935.875,2546625.0,8,3
25651352,HOTEL,1970-01-01 00:25:12.391941917,,1970-01-01 00:25:12.472083608,,229182.5,,2,0
4075089,HOTEL,1970-01-01 00:24:09.050440793,,1970-01-01 00:24:09.127175172,,1788942.0,,3,0
19906488,FLIGHT,1970-01-01 00:24:59.521202662,,1970-01-01 00:25:15.986980913,,718923.75,,4,0
14393684,HOTEL,1970-01-01 00:24:54.860351116,1970-01-01 00:24:54.862731117,1970-01-01 00:24:54.861528100,1970-01-01 00:24:54.862731117,243566.5,243593.0,4,1
4694651,FLIGHT,1970-01-01 00:23:50.370993520,1970-01-01 00:23:50.372484658,1970-01-01 00:25:46.487409742,1970-01-01 00:25:45.893121461,1189149.6818181816,1161160.142857143,44,21
13565134,HOTEL,1970-01-01 00:24:40.906868510,,1970-01-01 00:24:40.906868610,,279487.0,,2,0
7020461,FLIGHT,1970-01-01 00:24:06.532898366,1970-01-01 00:24:06.534529802,1970-01-01 00:24:32.718584305,1970-01-01 00:24:22.363974179,1002065.8,1155355.888888889,15,9
18047717,FLIGHT,1970-01-01 00:24:54.945179230,1970-01-01 00:25:01.387865620,1970-01-01 00:25:01.385364713,1970-01-01 00:25:01.387865620,695079.7849489999,544393.6527819999,3,1
7821123,FLIGHT,1970-01-01 00:25:01.311327614,1970-01-01 00:25:01.311946398,1970-01-01 00:25:01.311327614,1970-01-01 00:25:01.311946398,1759569.0,1759569.0,1,1
10645413,FLIGHT,1970-01-01 00:24:28.093270743,1970-01-01 00:24:59.238430075,1970-01-01 00:25:07.917964496,1970-01-01 00:25:07.918580159,2685595.375,1128860.3333333333,16,3
40258943,HOTEL,1970-01-01 00:25:25.160766919,1970-01-01 00:25:25.161197917,1970-01-01 00:25:38.883843187,1970-01-01 00:25:38.884021228,361755.6666666666,349512.25,9,8
85754574,FLIGHT,1970-01-01 00:25:39.594234859,,1970-01-01 00:25:39.594234859,,5203839.0,,1,0
55773293,FLIGHT,1970-01-01 00:25:25.763367664,,1970-01-01 00:25:27.085192510,,728652.012324,,2,0
20061851,HOTEL,1970-01-01 00:25:01.821785548,1970-01-01 00:25:01.822765388,1970-01-01 00:25:23.790052116,1970-01-01 00:25:23.790228899,292786.125,300288.25,8,4
3989095,FLIGHT,1970-01-01 00:23:31.470031628,1970-01-01 00:23:31.472218383,1970-01-01 00:23:31.470031628,1970-01-01 00:23:31.472218383,1338294.0,1338294.0,1,1
12090327,FLIGHT,1970-01-01 00:24:50.753136582,1970-01-01 00:24:50.755142992,1970-01-01 00:25:06.314176053,1970-01-01 00:25:06.314337366,1480544.0,1276964.3333333333,6,3
27279951,FLIGHT,1970-01-01 00:25:13.231678473,,1970-01-01 00:25:20.862360832,,879472.7272727274,,11,0
70588108,FLIGHT,1970-01-01 00:25:31.845594875,,1970-01-01 00:25:31.845594875,,904100.0,,1,0
6137889,HOTEL,1970-01-01 00:23:56.973014009,1970-01-01 00:23:56.974383413,1970-01-01 00:25:45.626507580,1970-01-01 00:25:43.931691779,893653.2972972973,586152.1666666665,37,18
19221171,HOTEL,1970-01-01 00:24:58.059679775,,1970-01-01 00:24:58.059830802,,418462.0,,2,0
7677754,FLIGHT,1970-01-01 00:24:11.731727093,,1970-01-01 00:24:14.597687925,,3962879.374,,4,0
16585676,HOTEL,1970-01-01 00:24:55.526592373,1970-01-01 00:24:55.526815621,1970-01-01 00:24:55.526592373,1970-01-01 00:24:55.526815621,567338.0,567338.0,1,1
31366441,FLIGHT,1970-01-01 00:25:18.248897354,1970-01-01 00:25:18.446667012,1970-01-01 00:25:47.189720406,1970-01-01 00:25:47.190544269,552100.75,593297.0,20,6
7151380,FLIGHT,1970-01-01 00:24:07.920003506,1970-01-01 00:24:09.242234060,1970-01-01 00:25:38.642690708,1970-01-01 00:25:07.302075744,7031784.833333333,6313778.0,12,3
10345902,TRAIN,1970-01-01 00:24:54.024429000,1970-01-01 00:24:54.041438000,1970-01-01 00:25:34.725045000,1970-01-01 00:25:34.725245000,658992.1538461539,584881.5,13,8
9272949,HOTEL,1970-01-01 00:24:33.159705004,1970-01-01 00:24:33.160005502,1970-01-01 00:24:49.751274399,1970-01-01 00:24:49.751443791,1915823.0268914285,2196078.6,7,5
10799644,HOTEL,1970-01-01 00:24:28.583305234,,1970-01-01 00:24:28.583305234,,216317.65155,,1,0
23644307,TRIP,1970-01-01 00:25:45.144393000,1970-01-01 00:25:45.144734000,1970-01-01 00:25:45.144393000,1970-01-01 00:25:45.144734000,3339956.0,3339956.0,1,1
12063405,FLIGHT,1970-01-01 00:24:41.983762265,1970-01-01 00:24:46.021964287,1970-01-01 00:25:29.163468126,1970-01-01 00:25:28.602181365,858872.724137931,728787.8461538461,58,13
15165596,TRAIN,1970-01-01 00:24:46.453332825,1970-01-01 00:24:48.114617000,1970-01-01 00:25:47.541072000,1970-01-01 00:25:47.542319000,192071.1688311688,136810.4838709677,154,31
39551115,FLIGHT,1970-01-01 00:25:18.775181457,,1970-01-01 00:25:18.775181457,,738347.0,,1,0
36622435,FLIGHT,1970-01-01 00:25:17.364784128,1970-01-01 00:25:17.367044397,1970-01-01 00:25:37.153598623,1970-01-01 00:25:36.812545261,2791036.25,3081263.6666666665,4,3
21263393,TRAIN,1970-01-01 00:25:10.701513000,1970-01-01 00:25:10.704254000,1970-01-01 00:25:24.741642000,1970-01-01 00:25:24.741989000,234231.2307692308,258804.66666666663,52,18
71086621,FLIGHT,1970-01-01 00:25:32.085998479,1970-01-01 00:25:32.086858683,1970-01-01 00:25:45.010944337,1970-01-01 00:25:45.012246644,883500.0,883500.0,2,2
38168323,HOTEL,1970-01-01 00:25:18.656529660,1970-01-01 00:25:18.659407457,1970-01-01 00:25:18.656529660,1970-01-01 00:25:18.659407457,702828.0,702828.0,1,1
18797913,HOTEL,1970-01-01 00:25:44.978341123,1970-01-01 00:25:47.127333651,1970-01-01 00:25:47.126998609,1970-01-01 00:25:47.127333651,239271.0,148679.0,3,1
50611433,FLIGHT,1970-01-01 00:25:29.643344126,1970-01-01 00:25:29.644101905,1970-01-01 00:25:45.180525373,1970-01-01 00:25:45.182441476,519602.8378226001,519602.8378226001,5,5
75215627,TRAIN,1970-01-01 00:25:34.133974000,1970-01-01 00:25:34.136101000,1970-01-01 00:25:34.133974000,1970-01-01 00:25:34.136101000,94237.0,94237.0,1,1
12778764,FLIGHT,1970-01-01 00:24:37.553727178,1970-01-01 00:24:37.554203026,1970-01-01 00:25:45.035189233,1970-01-01 00:25:45.035310945,1432543.2352941176,1295342.3333333333,34,24
78025528,TRAIN,1970-01-01 00:25:37.537496000,,1970-01-01 00:25:37.588168000,,555274.4285714285,,7,0
12490221,FLIGHT,1970-01-01 00:25:24.615311116,1970-01-01 00:25:24.615502662,1970-01-01 00:25:24.615311116,1970-01-01 00:25:24.615502662,3068046.82548,3068046.82548,1,1
22418778,FLIGHT,1970-01-01 00:25:23.535926337,1970-01-01 00:25:23.536059488,1970-01-01 00:25:43.528854889,1970-01-01 00:25:43.528991010,755095.2,755095.2,5,5
4749041,FLIGHT,1970-01-01 00:23:42.278420949,1970-01-01 00:23:52.965801984,1970-01-01 00:25:23.282208862,1970-01-01 00:25:22.921978888,743276.7647058824,762572.1428571427,17,7
57713966,FLIGHT,1970-01-01 00:25:33.884750972,1970-01-01 00:25:33.885573159,1970-01-01 00:25:36.196567907,1970-01-01 00:25:36.196872490,1225207.25,1231809.6666666667,4,3
48535098,TRAIN,1970-01-01 00:25:22.756296000,1970-01-01 00:25:22.932346000,1970-01-01 00:25:22.932081000,1970-01-01 00:25:22.932346000,339208.5,359192.0,2,1
53840241,FLIGHT,1970-01-01 00:25:24.988059441,,1970-01-01 00:25:24.988059441,,1001637.0,,1,0
12555166,TRAIN,1970-01-01 00:25:13.576809000,1970-01-01 00:25:13.640448000,1970-01-01 00:25:15.470917000,1970-01-01 00:25:13.792696000,93412.4,94446.0,5,2
23615605,FLIGHT,1970-01-01 00:25:12.465057883,1970-01-01 00:25:12.466175172,1970-01-01 00:25:38.565105396,1970-01-01 00:25:38.565773942,371948.5,371948.5,4,4
9154287,FLIGHT,1970-01-01 00:24:21.727945172,1970-01-01 00:24:21.728745390,1970-01-01 00:25:45.898729836,1970-01-01 00:25:45.899189732,1900659.0869565215,1993540.0,23,13
16681930,FLIGHT,1970-01-01 00:24:51.274566498,,1970-01-01 00:24:51.280752749,,940179.5,,2,0
9807052,TRIP,1970-01-01 00:24:56.579256000,,1970-01-01 00:25:16.240241000,,2414865.25,,4,0
4915579,HOTEL,1970-01-01 00:23:45.530736237,,1970-01-01 00:23:45.530736237,,927286.0,,1,0
23579671,TRAIN,1970-01-01 00:25:34.323221000,,1970-01-01 00:25:34.323221000,,104592.0,,1,0
5017102,HOTEL,1970-01-01 00:24:23.632336583,1970-01-01 00:24:23.639808431,1970-01-01 00:25:43.828785267,1970-01-01 00:25:43.828982606,446496.84,404144.1428571429,25,14
100328787,FLIGHT,1970-01-01 00:25:47.039049288,,1970-01-01 00:25:47.039063094,,947032.437,,2,0
20994617,TRAIN,1970-01-01 00:25:14.458335000,,1970-01-01 00:25:14.458335000,,139557.0,,1,0
22747219,FLIGHT,1970-01-01 00:25:15.809395981,1970-01-01 00:25:15.809506127,1970-01-01 00:25:15.809777113,1970-01-01 00:25:15.809864486,648340.0,648340.0,2,2
18970933,FLIGHT,1970-01-01 00:24:57.757905126,1970-01-01 00:24:57.758707084,1970-01-01 00:25:47.438169435,1970-01-01 00:25:47.438252732,743080.2222222222,729228.2,27,15
68709439,FLIGHT,1970-01-01 00:25:31.029655317,,1970-01-01 00:25:46.867419338,,6946602.0,,4,0
16046084,HOTEL,1970-01-01 00:25:25.436840764,,1970-01-01 00:25:25.436840764,,1110767.0,,1,0
13798083,FLIGHT,1970-01-01 00:24:42.297005023,1970-01-01 00:24:42.298023475,1970-01-01 00:24:56.897218098,1970-01-01 00:24:56.898102041,770645.6666666665,770645.6666666665,3,3
19305188,FLIGHT,1970-01-01 00:24:58.629122369,,1970-01-01 00:24:58.629122369,,1163892.0,,1,0
13325492,FLIGHT,1970-01-01 00:24:41.068264690,1970-01-01 00:24:41.068998457,1970-01-01 00:25:48.888493176,1970-01-01 00:25:48.888766189,1030970.222704905,884235.0087455383,21,13
5206368,TRAIN,1970-01-01 00:25:36.165125000,,1970-01-01 00:25:37.320576000,,131101.22222222222,,9,0
13063926,FLIGHT,1970-01-01 00:24:38.855550947,,1970-01-01 00:24:38.855550947,,475754.3993000001,,1,0
14821025,HOTEL,1970-01-01 00:24:50.446180931,1970-01-01 00:24:50.447775295,1970-01-01 00:25:08.316518178,1970-01-01 00:25:07.222719984,790778.5882352941,978026.2,17,5
17688872,HOTEL,1970-01-01 00:25:13.100232444,,1970-01-01 00:25:13.100232444,,565278.0,,1,0
17905467,HOTEL,1970-01-01 00:24:54.555128789,1970-01-01 00:24:54.555446513,1970-01-01 00:25:44.337784096,1970-01-01 00:25:38.280289028,3085284.3571428573,2794319.833333333,14,6
9684954,HOTEL,1970-01-01 00:24:24.264736523,1970-01-01 00:24:24.265366872,1970-01-01 00:24:24.264736523,1970-01-01 00:24:24.265366872,1749294.0,1749294.0,1,1
8008764,FLIGHT,1970-01-01 00:24:17.330386554,1970-01-01 00:24:17.330858330,1970-01-01 00:25:48.676633593,1970-01-01 00:25:48.676844657,928965.8666666668,1031859.2962962964,45,27
30182121,HOTEL,1970-01-01 00:25:25.062012925,1970-01-01 00:25:25.062112837,1970-01-01 00:25:44.881768157,1970-01-01 00:25:44.881815934,661001.8571428572,661001.8571428572,7,7
44232458,HOTEL,1970-01-01 00:25:20.952870577,1970-01-01 00:25:20.953274945,1970-01-01 00:25:23.335530973,1970-01-01 00:25:23.335806636,459411.95235533325,451060.1524340001,3,2
10953864,FLIGHT,1970-01-01 00:24:29.177504570,1970-01-01 00:24:29.185476431,1970-01-01 00:24:42.127262883,1970-01-01 00:24:42.129925238,365148.96567485714,386570.063888,7,4
60312940,HOTEL,1970-01-01 00:25:27.679849729,1970-01-01 00:25:27.681112839,1970-01-01 00:25:27.680215093,1970-01-01 00:25:27.681112839,184709.0,184659.0,2,1
12140412,FLIGHT,1970-01-01 00:24:34.507645388,1970-01-01 00:24:34.509082503,1970-01-01 00:25:28.717225697,1970-01-01 00:25:28.718836415,3627742.05260925,3351686.4729405,12,8
10806498,HOTEL,1970-01-01 00:24:28.606174342,1970-01-01 00:24:28.628950504,1970-01-01 00:24:40.860067363,1970-01-01 00:24:40.860064029,634739.1428571428,590615.4,14,5
18444980,TRAIN,1970-01-01 00:24:56.064521000,,1970-01-01 00:24:56.064735000,,277042.75,,4,0
8134320,FLIGHT,1970-01-01 00:24:15.376279962,1970-01-01 00:25:13.940221783,1970-01-01 00:25:33.219970152,1970-01-01 00:25:27.847604465,1998881.9285714289,1668206.0,14,4
14079940,HOTEL,1970-01-01 00:24:43.108071400,,1970-01-01 00:24:43.108549330,,5560845.0,,2,0
4215997,FLIGHT,1970-01-01 00:23:35.966931535,1970-01-01 00:23:35.967684626,1970-01-01 00:25:41.030977047,1970-01-01 00:25:41.031581724,721969.64,739513.7222222222,25,18
26614756,TRAIN,1970-01-01 00:25:32.242582000,1970-01-01 00:25:43.220800000,1970-01-01 00:25:48.053988000,1970-01-01 00:25:48.054392000,225750.75,171875.0,4,2
7465753,FLIGHT,1970-01-01 00:24:10.439212627,1970-01-01 00:24:10.443181571,1970-01-01 00:25:45.866980981,1970-01-01 00:25:45.867143400,1330935.7419354834,1310946.851851852,31,27
19111502,TRAIN,1970-01-01 00:24:57.834792000,1970-01-01 00:25:01.302848000,1970-01-01 00:25:01.303192000,1970-01-01 00:25:01.305694000,156946.0,149609.5,4,2
5199287,HOTEL,1970-01-01 00:24:45.598055924,1970-01-01 00:24:45.598293377,1970-01-01 00:25:34.983351502,1970-01-01 00:25:34.983630143,352364.5,330084.5,6,4
8273042,FLIGHT,1970-01-01 00:24:16.664541287,1970-01-01 00:24:16.886654014,1970-01-01 00:25:45.192825436,1970-01-01 00:25:43.322396680,1016163.761904762,884603.8333333333,63,24
63714387,FLIGHT,1970-01-01 00:25:29.208152778,1970-01-01 00:25:29.208737849,1970-01-01 00:25:29.208152778,1970-01-01 00:25:29.208737849,2731369.0,2731369.0,1,1
17018345,FLIGHT,1970-01-01 00:24:52.223251347,1970-01-01 00:24:52.226107198,1970-01-01 00:25:40.181262348,1970-01-01 00:25:40.185128772,1055665.5,1055665.5,4,4
25044320,FLIGHT,1970-01-01 00:25:12.113356928,1970-01-01 00:25:12.115636374,1970-01-01 00:25:38.323536793,1970-01-01 00:25:38.323756486,1537051.8962666667,1606400.09552,6,5
6927599,FLIGHT,1970-01-01 00:24:05.435860185,1970-01-01 00:25:25.697951969,1970-01-01 00:25:25.697774268,1970-01-01 00:25:25.697951969,10561788.597234,2684051.016468,2,1
22525684,FLIGHT,1970-01-01 00:25:27.816558320,,1970-01-01 00:25:27.816558320,,520420.280288,,1,0
20563626,HOTEL,1970-01-01 00:25:21.458697623,1970-01-01 00:25:21.458877702,1970-01-01 00:25:47.976147018,1970-01-01 00:25:47.976807496,477190.9444444445,476334.625,18,8
4794499,FLIGHT,1970-01-01 00:23:42.945448026,1970-01-01 00:23:42.948802967,1970-01-01 00:23:52.980768463,1970-01-01 00:23:52.982417407,835199.0,835199.0,3,3
62894838,FLIGHT,1970-01-01 00:25:28.724878284,,1970-01-01 00:25:28.724878284,,1046800.0,,1,0
13612950,HOTEL,1970-01-01 00:24:41.050865336,1970-01-01 00:24:41.076064129,1970-01-01 00:25:20.936361906,1970-01-01 00:24:52.838038065,1669628.0,847850.0,20,2
23262337,FLIGHT,1970-01-01 00:25:08.951268397,1970-01-01 00:25:09.162507835,1970-01-01 00:25:27.224615312,1970-01-01 00:25:27.225567775,1865990.5776498143,1628632.9939080777,27,13
5328999,TRAIN,1970-01-01 00:24:55.261521000,1970-01-01 00:24:55.261704000,1970-01-01 00:25:28.303307000,1970-01-01 00:25:28.303440000,156372.2,164459.5,5,4
6037937,HOTEL,1970-01-01 00:23:56.232332697,1970-01-01 00:23:56.244674109,1970-01-01 00:24:06.539751232,1970-01-01 00:24:06.528868271,2070379.8,1953441.0,5,2
14493180,HOTEL,1970-01-01 00:24:47.015911247,,1970-01-01 00:24:47.015911247,,1030197.0,,1,0
5028769,TRIP,1970-01-01 00:25:02.384924000,1970-01-01 00:25:10.074521000,1970-01-01 00:25:10.070986000,1970-01-01 00:25:10.074521000,3458096.333333333,1279765.0,3,1
22674607,FLIGHT,1970-01-01 00:25:07.030135970,,1970-01-01 00:25:07.030135970,,1401302.69762,,1,0
11844059,FLIGHT,1970-01-01 00:24:34.461679358,1970-01-01 00:24:34.464811539,1970-01-01 00:24:44.043739132,1970-01-01 00:24:34.464811539,465718.9504896666,737566.97859,3,1
15471469,HOTEL,1970-01-01 00:24:47.420388222,1970-01-01 00:24:47.504224415,1970-01-01 00:25:34.168118636,1970-01-01 00:25:34.168826314,312254.6666666667,313002.33333333326,9,6
11215110,TRAIN,1970-01-01 00:25:42.117625000,,1970-01-01 00:25:42.117625000,,321074.0,,1,0
9780496,FLIGHT,1970-01-01 00:24:24.746489300,1970-01-01 00:24:24.750351738,1970-01-01 00:24:49.984957767,1970-01-01 00:24:49.985308822,724601.6666666665,893622.1666666665,12,6
14190584,FLIGHT,1970-01-01 00:24:56.712291330,1970-01-01 00:25:19.212226429,1970-01-01 00:25:19.209943778,1970-01-01 00:25:19.212226429,1466876.4248423076,738248.544,26,1
57727212,FLIGHT,1970-01-01 00:25:40.048923274,1970-01-01 00:25:47.530759087,1970-01-01 00:25:47.530607932,1970-01-01 00:25:47.530759087,1178832.0,1376496.0,3,1
3403491,HOTEL,1970-01-01 00:24:09.750789042,,1970-01-01 00:24:15.935560526,,530766.4285714285,,7,0
4345184,TRAIN,1970-01-01 00:25:37.154138000,1970-01-01 00:25:37.154357000,1970-01-01 00:25:37.246600000,1970-01-01 00:25:37.247107000,109118.5,109118.5,2,2
24028993,FLIGHT,1970-01-01 00:25:17.297383621,1970-01-01 00:25:32.197055071,1970-01-01 00:25:32.196772200,1970-01-01 00:25:32.197055071,1147780.0,1506824.0,5,1
21882720,FLIGHT,1970-01-01 00:25:04.969676384,,1970-01-01 00:25:04.969676384,,648319.0,,1,0
62015118,HOTEL,1970-01-01 00:25:45.042755246,1970-01-01 00:25:45.043180474,1970-01-01 00:25:45.043386030,1970-01-01 00:25:45.048472264,498945.5,498945.5,2,2
94073699,TRAIN,1970-01-01 00:25:46.955845000,1970-01-01 00:25:46.956565000,1970-01-01 00:25:48.499966000,1970-01-01 00:25:48.500593000,144413.25,129484.0,8,4
15512236,FLIGHT,1970-01-01 00:24:52.957155820,1970-01-01 00:24:52.957644654,1970-01-01 00:25:47.309151945,1970-01-01 00:25:47.309208655,780941.6906518888,765219.5799361176,18,17
54322150,HOTEL,1970-01-01 00:25:25.184613540,,1970-01-01 00:25:31.053976425,,345224.9766375,,4,0
22214013,HOTEL,1970-01-01 00:25:15.847950859,1970-01-01 00:25:15.848236934,1970-01-01 00:25:46.413439199,1970-01-01 00:25:46.419574619,1615606.6363636365,845080.4285714285,11,7
12065490,FLIGHT,1970-01-01 00:24:40.308755456,1970-01-01 00:24:40.309773154,1970-01-01 00:25:36.520192109,1970-01-01 00:25:36.522548864,1330147.25,1330147.25,4,4
11721170,FLIGHT,1970-01-01 00:24:38.917742014,1970-01-01 00:24:39.313370074,1970-01-01 00:25:47.014993552,1970-01-01 00:25:47.015094299,1751423.5925925926,1518148.3823529412,81,34
8724551,FLIGHT,1970-01-01 00:24:19.219251621,1970-01-01 00:24:19.220030950,1970-01-01 00:25:48.861110789,1970-01-01 00:25:48.865783239,1805300.8,2072296.6666666667,5,3
17946923,FLIGHT,1970-01-01 00:24:57.583746259,1970-01-01 00:24:58.697982880,1970-01-01 00:24:58.696535096,1970-01-01 00:24:58.697982880,454814.51097599993,475812.328545,5,1
20532598,FLIGHT,1970-01-01 00:25:01.143389228,1970-01-01 00:25:01.143646097,1970-01-01 00:25:01.143389228,1970-01-01 00:25:01.143646097,1851380.94878,1851380.94878,1,1
7535802,FLIGHT,1970-01-01 00:24:10.805366216,,1970-01-01 00:25:32.099168534,,1153256.2,,5,0
70006048,FLIGHT,1970-01-01 00:25:34.018433045,,1970-01-01 00:25:36.181159863,,3836379.3303393754,,8,0
4949944,HOTEL,1970-01-01 00:24:10.336965430,,1970-01-01 00:24:10.336965430,,334278.0,,1,0
4810209,HOTEL,1970-01-01 00:23:45.342288419,1970-01-01 00:23:45.343409294,1970-01-01 00:25:46.339767455,1970-01-01 00:25:46.343071543,571066.7894736839,469882.1666666666,114,36
87342367,TRAIN,1970-01-01 00:25:40.472685000,1970-01-01 00:25:43.991624000,1970-01-01 00:25:43.982110000,1970-01-01 00:25:43.991624000,125869.0,124517.0,6,1
16978123,HOTEL,1970-01-01 00:24:52.596825608,1970-01-01 00:24:52.598316064,1970-01-01 00:25:42.606996360,1970-01-01 00:25:42.607132221,920757.1724137933,420530.5,29,14
29925217,HOTEL,1970-01-01 00:25:29.200100830,1970-01-01 00:25:29.209725088,1970-01-01 00:25:29.209254691,1970-01-01 00:25:29.209725088,362062.33333333326,551415.0,3,1
69772630,HOTEL,1970-01-01 00:25:31.467500362,1970-01-01 00:25:31.468214657,1970-01-01 00:25:33.377017406,1970-01-01 00:25:33.284586611,479728.7999073333,467846.30057,3,2
40506560,HOTEL,1970-01-01 00:25:19.305825768,1970-01-01 00:25:19.361892306,1970-01-01 00:25:48.940750839,1970-01-01 00:25:48.943539936,418655.418205,304801.748615,6,2
20793400,FLIGHT,1970-01-01 00:25:01.831399134,1970-01-01 00:25:01.831704769,1970-01-01 00:25:01.831399134,1970-01-01 00:25:01.831704769,531099.0,531099.0,1,1
3851834,FLIGHT,1970-01-01 00:23:29.015752480,1970-01-01 00:23:29.020005301,1970-01-01 00:25:48.479175703,1970-01-01 00:25:48.479967331,848184.6,812877.3125,20,16
14074981,FLIGHT,1970-01-01 00:25:05.131660409,1970-01-01 00:25:05.132068073,1970-01-01 00:25:36.092789033,1970-01-01 00:25:36.094745041,940819.5714285715,907254.1666666665,7,6
4187253,FLIGHT,1970-01-01 00:23:35.495300629,1970-01-01 00:23:35.496119219,1970-01-01 00:25:48.641733654,1970-01-01 00:25:48.642448633,620981.7142857143,704612.875,14,8
18536033,FLIGHT,1970-01-01 00:24:58.365481657,1970-01-01 00:25:22.123992644,1970-01-01 00:25:22.133216798,1970-01-01 00:25:22.123992644,863426.57211,706379.719128,8,1
9331240,FLIGHT,1970-01-01 00:24:22.526680637,1970-01-01 00:24:22.527093602,1970-01-01 00:25:29.338235388,1970-01-01 00:25:29.343270263,689826.3121490001,689826.3121490001,2,2
46614167,FLIGHT,1970-01-01 00:25:21.870943560,1970-01-01 00:25:21.871272313,1970-01-01 00:25:26.007859637,1970-01-01 00:25:26.008159492,1070933.9584475,1070933.9584475,4,4
3519104,FLIGHT,1970-01-01 00:23:23.935556224,1970-01-01 00:23:23.936140243,1970-01-01 00:25:02.789390400,1970-01-01 00:24:57.335694012,2371993.5454545454,1855376.875,11,8
5098348,FLIGHT,1970-01-01 00:23:46.769427654,1970-01-01 00:24:34.192539213,1970-01-01 00:24:34.191571579,1970-01-01 00:24:34.192539213,720049.0,438789.0,3,1
18992341,HOTEL,1970-01-01 00:24:57.528771499,1970-01-01 00:24:57.529511014,1970-01-01 00:24:57.528771499,1970-01-01 00:24:57.529511014,451899.0,451899.0,1,1
10129721,FLIGHT,1970-01-01 00:24:26.167071006,,1970-01-01 00:24:26.167071006,,3280927.0,,1,0
